ID,timepoint,subject,BOLD signal,ROI
,2.323232323,11,2.69423814,V1
,2.323232323,12,2.778547587,V1
,2.323232323,13,-0.538875166,V1
,2.323232323,14,2.146517393,V1
,2.323232323,15,0.485277938,V1
,2.323232323,16,1.244082933,V1
,2.323232323,17,1.77988821,V1
,2.323232323,18,0.987441703,V1
,2.323232323,19,0.36845461,V1
,2.424242424,0,-2.088445268,IPS
,2.424242424,1,-3.016246417,IPS
,2.424242424,2,-2.387183044,IPS
,2.424242424,3,-1.787069625,IPS
,2.424242424,4,-3.496870601,IPS
,2.424242424,5,-2.67558772,IPS
,2.424242424,6,0.940856104,IPS
,2.424242424,7,-2.521709295,IPS
,2.424242424,8,-1.054795677,IPS
,2.424242424,9,0.225274629,IPS
,2.424242424,10,0.009479988,IPS
,2.424242424,11,-2.915010506,IPS
,2.424242424,12,1.171542585,IPS
,2.424242424,13,2.228036369,IPS
,2.424242424,14,0.289461205,IPS
,2.424242424,15,-3.338575973,IPS
,2.424242424,16,0.715107768,IPS
,2.424242424,17,1.169547159,IPS
,2.424242424,18,-1.293769656,IPS
,2.424242424,19,-3.507050009,IPS
,2.424242424,0,2.322628445,AG
,2.424242424,1,2.254415489,AG
,2.424242424,2,4.091503198,AG
,2.424242424,3,2.011372267,AG
,2.424242424,4,3.477353877,AG
,2.424242424,5,1.68639077,AG
,2.424242424,6,3.173518108,AG
,2.424242424,7,2.179744176,AG
,2.424242424,8,0.919229877,AG
,2.424242424,9,-0.421499292,AG
,2.424242424,10,0.189818412,AG
,2.424242424,11,2.210059852,AG
,2.424242424,12,1.359874588,AG
,2.424242424,13,0.199706737,AG
,2.424242424,14,2.703076358,AG
,2.424242424,15,1.818842457,AG
,2.424242424,16,3.99645916,AG
,2.424242424,17,0.803281508,AG
,2.424242424,18,2.189468372,AG
,2.424242424,19,2.665938396,AG
,2.424242424,0,1.570575874,V1
,2.424242424,1,0.007573651,V1
,2.424242424,2,1.69642024,V1
,2.424242424,3,3.258359014,V1
,2.424242424,4,2.236816329,V1
,2.424242424,5,-1.783669983,V1
,2.424242424,6,0.607350127,V1
,2.424242424,7,-1.29829665,V1
,2.424242424,8,2.235147117,V1
,2.424242424,9,-0.923230824,V1
,2.424242424,10,-0.590447745,V1
,2.424242424,11,2.65853525,V1
,2.424242424,12,2.742844696,V1
,2.424242424,13,-0.574578056,V1
,2.424242424,14,2.110814503,V1
,2.424242424,15,0.449575048,V1
,2.424242424,16,1.208380043,V1
,2.424242424,17,1.744185319,V1
,2.424242424,18,0.951738813,V1
,2.424242424,19,0.33275172,V1
,2.525252525,0,-2.038541778,IPS
,2.525252525,1,-2.966342927,IPS
,2.525252525,2,-2.337279554,IPS
,2.525252525,3,-1.737166135,IPS
,2.525252525,4,-3.446967111,IPS
,2.525252525,5,-2.62568423,IPS
,2.525252525,6,0.990759594,IPS
,2.525252525,7,-2.471805805,IPS
,2.525252525,8,-1.004892187,IPS
,2.525252525,9,0.275178119,IPS
,2.525252525,10,0.059383478,IPS
,2.525252525,11,-2.865107016,IPS
,2.525252525,12,1.221446075,IPS
,2.525252525,13,2.277939859,IPS
,2.525252525,14,0.339364695,IPS
,2.525252525,15,-3.288672483,IPS
,2.525252525,16,0.765011258,IPS
,2.525252525,17,1.219450649,IPS
,2.525252525,18,-1.243866166,IPS
,2.525252525,19,-3.457146519,IPS
,2.525252525,0,2.404509851,AG
,2.525252525,1,2.336296895,AG
,2.525252525,2,4.173384603,AG
,2.525252525,3,2.093253673,AG
,2.525252525,4,3.559235283,AG
,2.525252525,5,1.768272175,AG
,2.525252525,6,3.255399514,AG
,2.525252525,7,2.261625582,AG
,2.525252525,8,1.001111283,AG
,2.525252525,9,-0.339617886,AG
,2.525252525,10,0.271699818,AG
,2.525252525,11,2.291941257,AG
,2.525252525,12,1.441755994,AG
,2.525252525,13,0.281588142,AG
,2.525252525,14,2.784957764,AG
,2.525252525,15,1.900723862,AG
,2.525252525,16,4.078340565,AG
,2.525252525,17,0.885162914,AG
,2.525252525,18,2.271349778,AG
,2.525252525,19,2.747819802,AG
,2.525252525,0,1.531935399,V1
,2.525252525,1,-0.031066824,V1
,2.525252525,2,1.657779765,V1
,2.525252525,3,3.219718539,V1
,2.525252525,4,2.198175854,V1
,2.525252525,5,-1.822310458,V1
,2.525252525,6,0.568709653,V1
,2.525252525,7,-1.336937125,V1
,2.525252525,8,2.196506642,V1
,2.525252525,9,-0.961871299,V1
,2.525252525,10,-0.62908822,V1
,2.525252525,11,2.619894775,V1
,2.525252525,12,2.704204221,V1
,2.525252525,13,-0.613218531,V1
,2.525252525,14,2.072174028,V1
,2.525252525,15,0.410934573,V1
,2.525252525,16,1.169739568,V1
,2.525252525,17,1.705544844,V1
,2.525252525,18,0.913098338,V1
,2.525252525,19,0.294111245,V1
,2.626262626,0,-1.981592144,IPS
,2.626262626,1,-2.909393292,IPS
,2.626262626,2,-2.28032992,IPS
,2.626262626,3,-1.6802165,IPS
,2.626262626,4,-3.390017477,IPS
,2.626262626,5,-2.568734595,IPS
,2.626262626,6,1.047709229,IPS
,2.626262626,7,-2.414856171,IPS
,2.626262626,8,-0.947942552,IPS
,2.626262626,9,0.332127754,IPS
,2.626262626,10,0.116333113,IPS
,2.626262626,11,-2.808157381,IPS
,2.626262626,12,1.278395709,IPS
,2.626262626,13,2.334889494,IPS
,2.626262626,14,0.396314329,IPS
,2.626262626,15,-3.231722848,IPS
,2.626262626,16,0.821960893,IPS
,2.626262626,17,1.276400284,IPS
,2.626262626,18,-1.186916531,IPS
,2.626262626,19,-3.400196884,IPS
,2.626262626,0,2.482437924,AG
,2.626262626,1,2.414224968,AG
,2.626262626,2,4.251312677,AG
,2.626262626,3,2.171181746,AG
,2.626262626,4,3.637163356,AG
,2.626262626,5,1.846200249,AG
,2.626262626,6,3.333327587,AG
,2.626262626,7,2.339553656,AG
,2.626262626,8,1.079039356,AG
,2.626262626,9,-0.261689812,AG
,2.626262626,10,0.349627891,AG
,2.626262626,11,2.369869331,AG
,2.626262626,12,1.519684067,AG
,2.626262626,13,0.359516216,AG
,2.626262626,14,2.862885837,AG
,2.626262626,15,1.978651936,AG
,2.626262626,16,4.156268639,AG
,2.626262626,17,0.963090987,AG
,2.626262626,18,2.349277851,AG
,2.626262626,19,2.825747875,AG
,2.626262626,0,1.490496581,V1
,2.626262626,1,-0.072505643,V1
,2.626262626,2,1.616340946,V1
,2.626262626,3,3.178279721,V1
,2.626262626,4,2.156737036,V1
,2.626262626,5,-1.863749277,V1
,2.626262626,6,0.527270834,V1
,2.626262626,7,-1.378375943,V1
,2.626262626,8,2.155067824,V1
,2.626262626,9,-1.003310117,V1
,2.626262626,10,-0.670527038,V1
,2.626262626,11,2.578455956,V1
,2.626262626,12,2.662765403,V1
,2.626262626,13,-0.65465735,V1
,2.626262626,14,2.03073521,V1
,2.626262626,15,0.369495755,V1
,2.626262626,16,1.128300749,V1
,2.626262626,17,1.664106026,V1
,2.626262626,18,0.87165952,V1
,2.626262626,19,0.252672427,V1
,2.727272727,0,-1.918701728,IPS
,2.727272727,1,-2.846502877,IPS
,2.727272727,2,-2.217439504,IPS
,2.727272727,3,-1.617326085,IPS
,2.727272727,4,-3.327127061,IPS
,2.727272727,5,-2.50584418,IPS
,2.727272727,6,1.110599645,IPS
,2.727272727,7,-2.351965755,IPS
,2.727272727,8,-0.885052136,IPS
,2.727272727,9,0.39501817,IPS
,2.727272727,10,0.179223528,IPS
,2.727272727,11,-2.745266966,IPS
,2.727272727,12,1.341286125,IPS
,2.727272727,13,2.397779909,IPS
,2.727272727,14,0.459204745,IPS
,2.727272727,15,-3.168832433,IPS
,2.727272727,16,0.884851309,IPS
,2.727272727,17,1.3392907,IPS
,2.727272727,18,-1.124026115,IPS
,2.727272727,19,-3.337306469,IPS
,2.727272727,0,2.555890655,AG
,2.727272727,1,2.487677698,AG
,2.727272727,2,4.324765407,AG
,2.727272727,3,2.244634477,AG
,2.727272727,4,3.710616087,AG
,2.727272727,5,1.919652979,AG
,2.727272727,6,3.406780318,AG
,2.727272727,7,2.413006386,AG
,2.727272727,8,1.152492087,AG
,2.727272727,9,-0.188237082,AG
,2.727272727,10,0.423080622,AG
,2.727272727,11,2.443322061,AG
,2.727272727,12,1.593136798,AG
,2.727272727,13,0.432968946,AG
,2.727272727,14,2.936338567,AG
,2.727272727,15,2.052104666,AG
,2.727272727,16,4.229721369,AG
,2.727272727,17,1.036543717,AG
,2.727272727,18,2.422730582,AG
,2.727272727,19,2.899200606,AG
,2.727272727,0,1.446435536,V1
,2.727272727,1,-0.116566687,V1
,2.727272727,2,1.572279902,V1
,2.727272727,3,3.134218676,V1
,2.727272727,4,2.112675991,V1
,2.727272727,5,-1.907810321,V1
,2.727272727,6,0.483209789,V1
,2.727272727,7,-1.422436988,V1
,2.727272727,8,2.111006779,V1
,2.727272727,9,-1.047371162,V1
,2.727272727,10,-0.714588083,V1
,2.727272727,11,2.534394912,V1
,2.727272727,12,2.618704358,V1
,2.727272727,13,-0.698718394,V1
,2.727272727,14,1.986674165,V1
,2.727272727,15,0.32543471,V1
,2.727272727,16,1.084239705,V1
,2.727272727,17,1.620044981,V1
,2.727272727,18,0.827598475,V1
,2.727272727,19,0.208611382,V1
,2.828282828,0,-1.850896676,IPS
,2.828282828,1,-2.778697825,IPS
,2.828282828,2,-2.149634452,IPS
,2.828282828,3,-1.549521033,IPS
,2.828282828,4,-3.259322009,IPS
,2.828282828,5,-2.438039128,IPS
,2.828282828,6,1.178404696,IPS
,2.828282828,7,-2.284160703,IPS
,2.828282828,8,-0.817247084,IPS
,2.828282828,9,0.462823221,IPS
,2.828282828,10,0.24702858,IPS
,2.828282828,11,-2.677461914,IPS
,2.828282828,12,1.409091177,IPS
,2.828282828,13,2.465584961,IPS
,2.828282828,14,0.527009797,IPS
,2.828282828,15,-3.101027381,IPS
,2.828282828,16,0.952656361,IPS
,2.828282828,17,1.407095752,IPS
,2.828282828,18,-1.056221064,IPS
,2.828282828,19,-3.269501417,IPS
,2.828282828,0,2.624428096,AG
,2.828282828,1,2.556215139,AG
,2.828282828,2,4.393302848,AG
,2.828282828,3,2.313171918,AG
,2.828282828,4,3.779153528,AG
,2.828282828,5,1.98819042,AG
,2.828282828,6,3.475317759,AG
,2.828282828,7,2.481543827,AG
,2.828282828,8,1.221029527,AG
,2.828282828,9,-0.119699641,AG
,2.828282828,10,0.491618063,AG
,2.828282828,11,2.511859502,AG
,2.828282828,12,1.661674239,AG
,2.828282828,13,0.501506387,AG
,2.828282828,14,3.004876008,AG
,2.828282828,15,2.120642107,AG
,2.828282828,16,4.29825881,AG
,2.828282828,17,1.105081158,AG
,2.828282828,18,2.491268023,AG
,2.828282828,19,2.967738047,AG
,2.828282828,0,1.399961693,V1
,2.828282828,1,-0.163040531,V1
,2.828282828,2,1.525806058,V1
,2.828282828,3,3.087744833,V1
,2.828282828,4,2.066202148,V1
,2.828282828,5,-1.954284165,V1
,2.828282828,6,0.436735946,V1
,2.828282828,7,-1.468910831,V1
,2.828282828,8,2.064532936,V1
,2.828282828,9,-1.093845005,V1
,2.828282828,10,-0.761061926,V1
,2.828282828,11,2.487921069,V1
,2.828282828,12,2.572230515,V1
,2.828282828,13,-0.745192237,V1
,2.828282828,14,1.940200322,V1
,2.828282828,15,0.278960867,V1
,2.828282828,16,1.037765861,V1
,2.828282828,17,1.573571138,V1
,2.828282828,18,0.781124632,V1
,2.828282828,19,0.162137539,V1
,2.929292929,0,-1.779122385,IPS
,2.929292929,1,-2.706923534,IPS
,2.929292929,2,-2.077860161,IPS
,2.929292929,3,-1.477746742,IPS
,2.929292929,4,-3.187547718,IPS
,2.929292929,5,-2.366264837,IPS
,2.929292929,6,1.250178988,IPS
,2.929292929,7,-2.212386412,IPS
,2.929292929,8,-0.745472793,IPS
,2.929292929,9,0.534597513,IPS
,2.929292929,10,0.318802872,IPS
,2.929292929,11,-2.605687623,IPS
,2.929292929,12,1.480865468,IPS
,2.929292929,13,2.537359253,IPS
,2.929292929,14,0.598784088,IPS
,2.929292929,15,-3.02925309,IPS
,2.929292929,16,1.024430652,IPS
,2.929292929,17,1.478870043,IPS
,2.929292929,18,-0.984446772,IPS
,2.929292929,19,-3.197727125,IPS
,2.929292929,0,2.687690874,AG
,2.929292929,1,2.619477917,AG
,2.929292929,2,4.456565626,AG
,2.929292929,3,2.376434696,AG
,2.929292929,4,3.842416305,AG
,2.929292929,5,2.051453198,AG
,2.929292929,6,3.538580536,AG
,2.929292929,7,2.544806605,AG
,2.929292929,8,1.284292305,AG
,2.929292929,9,-0.056436863,AG
,2.929292929,10,0.554880841,AG
,2.929292929,11,2.57512228,AG
,2.929292929,12,1.724937016,AG
,2.929292929,13,0.564769165,AG
,2.929292929,14,3.068138786,AG
,2.929292929,15,2.183904885,AG
,2.929292929,16,4.361521588,AG
,2.929292929,17,1.168343936,AG
,2.929292929,18,2.554530801,AG
,2.929292929,19,3.031000825,AG
,2.929292929,0,1.351313813,V1
,2.929292929,1,-0.21168841,V1
,2.929292929,2,1.477158179,V1
,2.929292929,3,3.039096953,V1
,2.929292929,4,2.017554268,V1
,2.929292929,5,-2.002932044,V1
,2.929292929,6,0.388088066,V1
,2.929292929,7,-1.517558711,V1
,2.929292929,8,2.015885056,V1
,2.929292929,9,-1.142492885,V1
,2.929292929,10,-0.809709806,V1
,2.929292929,11,2.439273189,V1
,2.929292929,12,2.523582635,V1
,2.929292929,13,-0.793840117,V1
,2.929292929,14,1.891552442,V1
,2.929292929,15,0.230312987,V1
,2.929292929,16,0.989117982,V1
,2.929292929,17,1.524923258,V1
,2.929292929,18,0.732476752,V1
,2.929292929,19,0.113489659,V1
,3.03030303,0,-1.70424363,IPS
,3.03030303,1,-2.632044779,IPS
,3.03030303,2,-2.002981406,IPS
,3.03030303,3,-1.402867987,IPS
,3.03030303,4,-3.112668963,IPS
,3.03030303,5,-2.291386082,IPS
,3.03030303,6,1.325057743,IPS
,3.03030303,7,-2.137507657,IPS
,3.03030303,8,-0.670594038,IPS
,3.03030303,9,0.609476268,IPS
,3.03030303,10,0.393681626,IPS
,3.03030303,11,-2.530808868,IPS
,3.03030303,12,1.555744223,IPS
,3.03030303,13,2.612238007,IPS
,3.03030303,14,0.673662843,IPS
,3.03030303,15,-2.954374335,IPS
,3.03030303,16,1.099309407,IPS
,3.03030303,17,1.553748798,IPS
,3.03030303,18,-0.909568017,IPS
,3.03030303,19,-3.122848371,IPS
,3.03030303,0,2.74539748,AG
,3.03030303,1,2.677184524,AG
,3.03030303,2,4.514272233,AG
,3.03030303,3,2.434141303,AG
,3.03030303,4,3.900122912,AG
,3.03030303,5,2.109159805,AG
,3.03030303,6,3.596287143,AG
,3.03030303,7,2.602513212,AG
,3.03030303,8,1.341998912,AG
,3.03030303,9,0.001269744,AG
,3.03030303,10,0.612587447,AG
,3.03030303,11,2.632828887,AG
,3.03030303,12,1.782643623,AG
,3.03030303,13,0.622475772,AG
,3.03030303,14,3.125845393,AG
,3.03030303,15,2.241611492,AG
,3.03030303,16,4.419228195,AG
,3.03030303,17,1.226050543,AG
,3.03030303,18,2.612237407,AG
,3.03030303,19,3.088707431,AG
,3.03030303,0,1.30075573,V1
,3.03030303,1,-0.262246494,V1
,3.03030303,2,1.426600095,V1
,3.03030303,3,2.988538869,V1
,3.03030303,4,1.966996184,V1
,3.03030303,5,-2.053490128,V1
,3.03030303,6,0.337529983,V1
,3.03030303,7,-1.568116794,V1
,3.03030303,8,1.965326973,V1
,3.03030303,9,-1.193050969,V1
,3.03030303,10,-0.860267889,V1
,3.03030303,11,2.388715105,V1
,3.03030303,12,2.473024552,V1
,3.03030303,13,-0.844398201,V1
,3.03030303,14,1.840994359,V1
,3.03030303,15,0.179754904,V1
,3.03030303,16,0.938559898,V1
,3.03030303,17,1.474365175,V1
,3.03030303,18,0.681918669,V1
,3.03030303,19,0.062931575,V1
,3.131313131,0,-1.627045983,IPS
,3.131313131,1,-2.554847132,IPS
,3.131313131,2,-1.925783759,IPS
,3.131313131,3,-1.32567034,IPS
,3.131313131,4,-3.035471316,IPS
,3.131313131,5,-2.214188435,IPS
,3.131313131,6,1.40225539,IPS
,3.131313131,7,-2.06031001,IPS
,3.131313131,8,-0.593396391,IPS
,3.131313131,9,0.686673915,IPS
,3.131313131,10,0.470879273,IPS
,3.131313131,11,-2.453611221,IPS
,3.131313131,12,1.63294187,IPS
,3.131313131,13,2.689435655,IPS
,3.131313131,14,0.75086049,IPS
,3.131313131,15,-2.877176688,IPS
,3.131313131,16,1.176507054,IPS
,3.131313131,17,1.630946445,IPS
,3.131313131,18,-0.83237037,IPS
,3.131313131,19,-3.045650723,IPS
,3.131313131,0,2.7973406,AG
,3.131313131,1,2.729127644,AG
,3.131313131,2,4.566215353,AG
,3.131313131,3,2.486084422,AG
,3.131313131,4,3.952066032,AG
,3.131313131,5,2.161102925,AG
,3.131313131,6,3.648230263,AG
,3.131313131,7,2.654456331,AG
,3.131313131,8,1.393942032,AG
,3.131313131,9,0.053212863,AG
,3.131313131,10,0.664530567,AG
,3.131313131,11,2.684772007,AG
,3.131313131,12,1.834586743,AG
,3.131313131,13,0.674418891,AG
,3.131313131,14,3.177788513,AG
,3.131313131,15,2.293554611,AG
,3.131313131,16,4.471171315,AG
,3.131313131,17,1.277993663,AG
,3.131313131,18,2.664180527,AG
,3.131313131,19,3.140650551,AG
,3.131313131,0,1.248571915,V1
,3.131313131,1,-0.314430309,V1
,3.131313131,2,1.37441628,V1
,3.131313131,3,2.936355054,V1
,3.131313131,4,1.914812369,V1
,3.131313131,5,-2.105673943,V1
,3.131313131,6,0.285346168,V1
,3.131313131,7,-1.620300609,V1
,3.131313131,8,1.913143158,V1
,3.131313131,9,-1.245234784,V1
,3.131313131,10,-0.912451704,V1
,3.131313131,11,2.33653129,V1
,3.131313131,12,2.420840737,V1
,3.131313131,13,-0.896582016,V1
,3.131313131,14,1.788810544,V1
,3.131313131,15,0.127571089,V1
,3.131313131,16,0.886376083,V1
,3.131313131,17,1.42218136,V1
,3.131313131,18,0.629734854,V1
,3.131313131,19,0.01074776,V1
,3.232323232,0,-1.548238211,IPS
,3.232323232,1,-2.47603936,IPS
,3.232323232,2,-1.846975987,IPS
,3.232323232,3,-1.246862568,IPS
,3.232323232,4,-2.956663544,IPS
,3.232323232,5,-2.135380663,IPS
,3.232323232,6,1.481063161,IPS
,3.232323232,7,-1.981502238,IPS
,3.232323232,8,-0.51458862,IPS
,3.232323232,9,0.765481686,IPS
,3.232323232,10,0.549687045,IPS
,3.232323232,11,-2.374803449,IPS
,3.232323232,12,1.711749641,IPS
,3.232323232,13,2.768243426,IPS
,3.232323232,14,0.829668262,IPS
,3.232323232,15,-2.798368916,IPS
,3.232323232,16,1.255314825,IPS
,3.232323232,17,1.709754216,IPS
,3.232323232,18,-0.753562599,IPS
,3.232323232,19,-2.966842952,IPS
,3.232323232,0,2.843382691,AG
,3.232323232,1,2.775169735,AG
,3.232323232,2,4.612257444,AG
,3.232323232,3,2.532126513,AG
,3.232323232,4,3.998108123,AG
,3.232323232,5,2.207145016,AG
,3.232323232,6,3.694272354,AG
,3.232323232,7,2.700498423,AG
,3.232323232,8,1.439984123,AG
,3.232323232,9,0.099254955,AG
,3.232323232,10,0.710572658,AG
,3.232323232,11,2.730814098,AG
,3.232323232,12,1.880628834,AG
,3.232323232,13,0.720460983,AG
,3.232323232,14,3.223830604,AG
,3.232323232,15,2.339596703,AG
,3.232323232,16,4.517213406,AG
,3.232323232,17,1.324035754,AG
,3.232323232,18,2.710222618,AG
,3.232323232,19,3.186692642,AG
,3.232323232,0,1.195062984,V1
,3.232323232,1,-0.367939239,V1
,3.232323232,2,1.32090735,V1
,3.232323232,3,2.882846124,V1
,3.232323232,4,1.861303439,V1
,3.232323232,5,-2.159182873,V1
,3.232323232,6,0.231837237,V1
,3.232323232,7,-1.67380954,V1
,3.232323232,8,1.859634227,V1
,3.232323232,9,-1.298743714,V1
,3.232323232,10,-0.965960635,V1
,3.232323232,11,2.28302236,V1
,3.232323232,12,2.367331806,V1
,3.232323232,13,-0.950090946,V1
,3.232323232,14,1.735301613,V1
,3.232323232,15,0.074062158,V1
,3.232323232,16,0.832867153,V1
,3.232323232,17,1.368672429,V1
,3.232323232,18,0.576225923,V1
,3.232323232,19,-0.04276117,V1
,3.333333333,0,-1.468455417,IPS
,3.333333333,1,-2.396256565,IPS
,3.333333333,2,-1.767193193,IPS
,3.333333333,3,-1.167079773,IPS
,3.333333333,4,-2.876880749,IPS
,3.333333333,5,-2.055597868,IPS
,3.333333333,6,1.560845956,IPS
,3.333333333,7,-1.901719444,IPS
,3.333333333,8,-0.434805825,IPS
,3.333333333,9,0.845264481,IPS
,3.333333333,10,0.62946984,IPS
,3.333333333,11,-2.295020654,IPS
,3.333333333,12,1.791532436,IPS
,3.333333333,13,2.848026221,IPS
,3.333333333,14,0.909451057,IPS
,3.333333333,15,-2.718586121,IPS
,3.333333333,16,1.33509762,IPS
,3.333333333,17,1.789537011,IPS
,3.333333333,18,-0.673779804,IPS
,3.333333333,19,-2.887060157,IPS
,3.333333333,0,2.883451028,AG
,3.333333333,1,2.815238071,AG
,3.333333333,2,4.65232578,AG
,3.333333333,3,2.57219485,AG
,3.333333333,4,4.03817646,AG
,3.333333333,5,2.247213352,AG
,3.333333333,6,3.734340691,AG
,3.333333333,7,2.740566759,AG
,3.333333333,8,1.480052459,AG
,3.333333333,9,0.139323291,AG
,3.333333333,10,0.750640995,AG
,3.333333333,11,2.770882434,AG
,3.333333333,12,1.920697171,AG
,3.333333333,13,0.760529319,AG
,3.333333333,14,3.26389894,AG
,3.333333333,15,2.379665039,AG
,3.333333333,16,4.557281742,AG
,3.333333333,17,1.36410409,AG
,3.333333333,18,2.750290955,AG
,3.333333333,19,3.226760979,AG
,3.333333333,0,1.140541234,V1
,3.333333333,1,-0.42246099,V1
,3.333333333,2,1.266385599,V1
,3.333333333,3,2.828324373,V1
,3.333333333,4,1.806781688,V1
,3.333333333,5,-2.213704624,V1
,3.333333333,6,0.177315487,V1
,3.333333333,7,-1.728331291,V1
,3.333333333,8,1.805112477,V1
,3.333333333,9,-1.353265465,V1
,3.333333333,10,-1.020482386,V1
,3.333333333,11,2.228500609,V1
,3.333333333,12,2.312810056,V1
,3.333333333,13,-1.004612697,V1
,3.333333333,14,1.680779862,V1
,3.333333333,15,0.019540407,V1
,3.333333333,16,0.778345402,V1
,3.333333333,17,1.314150679,V1
,3.333333333,18,0.521704172,V1
,3.333333333,19,-0.097282921,V1
,3.434343434,0,-1.388262695,IPS
,3.434343434,1,-2.316063843,IPS
,3.434343434,2,-1.687000471,IPS
,3.434343434,3,-1.086887051,IPS
,3.434343434,4,-2.796688028,IPS
,3.434343434,5,-1.975405146,IPS
,3.434343434,6,1.641038678,IPS
,3.434343434,7,-1.821526722,IPS
,3.434343434,8,-0.354613103,IPS
,3.434343434,9,0.925457203,IPS
,3.434343434,10,0.709662562,IPS
,3.434343434,11,-2.214827932,IPS
,3.434343434,12,1.871725158,IPS
,3.434343434,13,2.928218943,IPS
,3.434343434,14,0.989643778,IPS
,3.434343434,15,-2.638393399,IPS
,3.434343434,16,1.415290342,IPS
,3.434343434,17,1.869729733,IPS
,3.434343434,18,-0.593587082,IPS
,3.434343434,19,-2.806867435,IPS
,3.434343434,0,2.917532367,AG
,3.434343434,1,2.84931941,AG
,3.434343434,2,4.686407119,AG
,3.434343434,3,2.606276189,AG
,3.434343434,4,4.072257798,AG
,3.434343434,5,2.281294691,AG
,3.434343434,6,3.768422029,AG
,3.434343434,7,2.774648098,AG
,3.434343434,8,1.514133798,AG
,3.434343434,9,0.17340463,AG
,3.434343434,10,0.784722333,AG
,3.434343434,11,2.804963773,AG
,3.434343434,12,1.954778509,AG
,3.434343434,13,0.794610658,AG
,3.434343434,14,3.297980279,AG
,3.434343434,15,2.413746378,AG
,3.434343434,16,4.591363081,AG
,3.434343434,17,1.398185429,AG
,3.434343434,18,2.784372294,AG
,3.434343434,19,3.260842317,AG
,3.434343434,0,1.085326283,V1
,3.434343434,1,-0.477675941,V1
,3.434343434,2,1.211170648,V1
,3.434343434,3,2.773109423,V1
,3.434343434,4,1.751566738,V1
,3.434343434,5,-2.268919575,V1
,3.434343434,6,0.122100536,V1
,3.434343434,7,-1.783546241,V1
,3.434343434,8,1.749897526,V1
,3.434343434,9,-1.408480416,V1
,3.434343434,10,-1.075697336,V1
,3.434343434,11,2.173285658,V1
,3.434343434,12,2.257595105,V1
,3.434343434,13,-1.059827648,V1
,3.434343434,14,1.625564912,V1
,3.434343434,15,-0.035674543,V1
,3.434343434,16,0.723130451,V1
,3.434343434,17,1.258935728,V1
,3.434343434,18,0.466489222,V1
,3.434343434,19,-0.152497871,V1
,3.535353535,0,-1.308159156,IPS
,3.535353535,1,-2.235960304,IPS
,3.535353535,2,-1.606896932,IPS
,3.535353535,3,-1.006783512,IPS
,3.535353535,4,-2.716584488,IPS
,3.535353535,5,-1.895301607,IPS
,3.535353535,6,1.721142217,IPS
,3.535353535,7,-1.741423182,IPS
,3.535353535,8,-0.274509564,IPS
,3.535353535,9,1.005560742,IPS
,3.535353535,10,0.789766101,IPS
,3.535353535,11,-2.134724393,IPS
,3.535353535,12,1.951828697,IPS
,3.535353535,13,3.008322482,IPS
,3.535353535,14,1.069747318,IPS
,3.535353535,15,-2.55828986,IPS
,3.535353535,16,1.495393881,IPS
,3.535353535,17,1.949833272,IPS
,3.535353535,18,-0.513483543,IPS
,3.535353535,19,-2.726763896,IPS
,3.535353535,0,2.945667399,AG
,3.535353535,1,2.877454443,AG
,3.535353535,2,4.714542152,AG
,3.535353535,3,2.634411221,AG
,3.535353535,4,4.100392831,AG
,3.535353535,5,2.309429724,AG
,3.535353535,6,3.796557062,AG
,3.535353535,7,2.80278313,AG
,3.535353535,8,1.542268831,AG
,3.535353535,9,0.201539662,AG
,3.535353535,10,0.812857366,AG
,3.535353535,11,2.833098806,AG
,3.535353535,12,1.982913542,AG
,3.535353535,13,0.822745691,AG
,3.535353535,14,3.326115312,AG
,3.535353535,15,2.441881411,AG
,3.535353535,16,4.619498114,AG
,3.535353535,17,1.426320462,AG
,3.535353535,18,2.812507326,AG
,3.535353535,19,3.28897735,AG
,3.535353535,0,1.029740906,V1
,3.535353535,1,-0.533261317,V1
,3.535353535,2,1.155585272,V1
,3.535353535,3,2.717524046,V1
,3.535353535,4,1.695981361,V1
,3.535353535,5,-2.324504951,V1
,3.535353535,6,0.066515159,V1
,3.535353535,7,-1.839131618,V1
,3.535353535,8,1.694312149,V1
,3.535353535,9,-1.464065792,V1
,3.535353535,10,-1.131282713,V1
,3.535353535,11,2.117700282,V1
,3.535353535,12,2.202009728,V1
,3.535353535,13,-1.115413024,V1
,3.535353535,14,1.569979535,V1
,3.535353535,15,-0.09125992,V1
,3.535353535,16,0.667545075,V1
,3.535353535,17,1.203350351,V1
,3.535353535,18,0.410903845,V1
,3.535353535,19,-0.208083248,V1
,3.636363636,0,-1.228582158,IPS
,3.636363636,1,-2.156383307,IPS
,3.636363636,2,-1.527319934,IPS
,3.636363636,3,-0.927206515,IPS
,3.636363636,4,-2.637007491,IPS
,3.636363636,5,-1.815724609,IPS
,3.636363636,6,1.800719215,IPS
,3.636363636,7,-1.661846185,IPS
,3.636363636,8,-0.194932566,IPS
,3.636363636,9,1.08513774,IPS
,3.636363636,10,0.869343099,IPS
,3.636363636,11,-2.055147395,IPS
,3.636363636,12,2.031405695,IPS
,3.636363636,13,3.08789948,IPS
,3.636363636,14,1.149324315,IPS
,3.636363636,15,-2.478712863,IPS
,3.636363636,16,1.574970879,IPS
,3.636363636,17,2.02941027,IPS
,3.636363636,18,-0.433906545,IPS
