align,time,coherence,firing_rate,choice
sacc,0,25.6,25.34313725,T2
sacc,0,51.2,25.53294574,T2
sacc,20,0,32.9787234,T2
sacc,20,3.2,31.73374613,T2
sacc,20,6.4,30.74935401,T2
sacc,20,12.8,25.99580713,T2
sacc,20,25.6,25.04901961,T2
sacc,20,51.2,23.88565891,T2
sacc,40,0,32.83365571,T2
sacc,40,3.2,34.6749226,T2
sacc,40,6.4,31.65374677,T2
sacc,40,12.8,28.721174,T2
sacc,40,25.6,28.33333333,T2
sacc,40,51.2,28.00387597,T2
sacc,60,0,30.94777563,T2
sacc,60,3.2,34.52012384,T2
sacc,60,6.4,30.94315245,T2
sacc,60,12.8,30.92243187,T2
sacc,60,25.6,29.16666667,T2
sacc,60,51.2,29.84496124,T2
sacc,80,0,24.7098646,T2
sacc,80,3.2,27.08978328,T2
sacc,80,6.4,27.77777778,T2
sacc,80,12.8,27.67295597,T2
sacc,80,25.6,26.2254902,T2
sacc,80,51.2,27.47093023,T2
sacc,100,0,25.87040619,T2
sacc,100,3.2,26.70278638,T2
sacc,100,6.4,27.19638243,T2
sacc,100,12.8,27.46331237,T2
sacc,100,25.6,28.18627451,T2
sacc,100,51.2,29.16666667,T2
sacc,120,0,28.38491296,T2
sacc,120,3.2,30.95975232,T2
sacc,120,6.4,28.29457364,T2
sacc,120,12.8,29.45492662,T2
sacc,120,25.6,31.91176471,T2
sacc,120,51.2,32.21899225,T2
sacc,140,0,27.36943907,T2
sacc,140,3.2,29.64396285,T2
sacc,140,6.4,29.06976744,T2
sacc,140,12.8,30.24109015,T2
sacc,140,25.6,30.24509804,T2
sacc,140,51.2,32.46124031,T2
sacc,160,0,27.90135397,T2
sacc,160,3.2,30.26315789,T2
sacc,160,6.4,30.62015504,T2
sacc,160,12.8,30.13626834,T2
sacc,160,25.6,29.80392157,T2
sacc,160,51.2,33.13953488,T2
sacc,180,0,29.93230174,T2
sacc,180,3.2,32.6625387,T2
sacc,180,6.4,29.65116279,T2
sacc,180,12.8,28.98322851,T2
sacc,180,25.6,30.44117647,T2
sacc,180,51.2,32.94573643,T2
sacc,200,0,29.73887814,T2
sacc,200,3.2,29.72136223,T2
sacc,200,6.4,29.00516796,T2
sacc,200,12.8,28.4067086,T2
sacc,200,25.6,29.95098039,T2
sacc,200,51.2,31.29844961,T2
sacc,220,0,27.56286267,T2
sacc,220,3.2,29.64396285,T2
sacc,220,6.4,29.06976744,T2
sacc,220,12.8,27.14884696,T2
sacc,220,25.6,27.54901961,T2
sacc,220,51.2,30.13565891,T2
sacc,240,0,28.67504836,T2
sacc,240,3.2,29.56656347,T2
sacc,240,6.4,29.84496124,T2
sacc,240,12.8,26.99161426,T2
sacc,240,25.6,27.89215686,T2
sacc,240,51.2,30.28100775,T2
sacc,260,0,28.82011605,T2
sacc,260,3.2,26.85758514,T2
sacc,260,6.4,29.90956072,T2
sacc,260,12.8,28.14465409,T2
sacc,260,25.6,28.57843137,T2
sacc,260,51.2,31.10465116,T2
sacc,280,0,28.67504836,T2
sacc,280,3.2,30.49535604,T2
sacc,280,6.4,27.58397933,T2
sacc,280,12.8,28.5115304,T2
sacc,280,25.6,26.47058824,T2
sacc,280,51.2,30.81395349,T2
sacc,300,0,28.38491296,T2
sacc,300,3.2,33.28173375,T2
sacc,300,6.4,27.58397933,T2
sacc,300,12.8,28.5115304,T2
sacc,300,25.6,27.00980392,T2
sacc,300,51.2,30.95930233,T2
